PVD10102,PVD10103,PVD10104,PVD10106,PVD10108,PVD10110,PVD10111,PVD10113,PVD10114,PVD10115,PVD10117,PVD10118,PVD10120,PVD10121,PVM10102,PVM10103,PVM10104,PVM10106,PVM10107,PVM10108,PVM10110,PVM10111,PVM10113,PVM10114,PVM10116,PVM10117,PVM10118,PVM10120,PVM10121,PVM10122,PVM10124,PVM10125,PVM10126,PVM10128,PVM10129,PVM10130,PVM10132,PVM10133,PVM10134,PTY10102,PTY10103,PTY10104,PTY10106,PTY10107,PTY10108,PTY10110,PTY10111,PTY10112,PTY10114,PTY10115,PTY10116,PTY10118,PTY10119,PTY10120,PTY10122,PTY10123,PTY10124,PTY10126,PTY10127,PTY10128,ANO10102,ANO10103,ANO10104,ANO10106,ANO10107,ANO10108,ANO10110,ANO10111,ANO10112,ANO10114,ANO10115,ANO10116,ANO10118,ANO10119,ANO10120,ANO10122,ANO10123,ANO10124,CMM10102,CMM10103,CMM10104,CMM10106,CMM10107,CMM10108,CMM10110,CMM10111,CMM10112,CMM10114,CMM10115,CMM10116,CMM10118,CMM10119,CMM10120,CMM10122,CMM10123,CMM10124,CNT10102,CNT10103,CNT10104,CNT10106,CNT10107,CNT10108,CNT10110,CNT10111,CNT10112,CNT10114,CNT10115,CNT10116,CNT10118,CNT10119,CNT10120,CNT10122,CNT10123,CNT10124,CNT10126,CNT10127,CNT10128,MDM10102,MDM10103,MDM10104,MDM10106,MDM10107,MDM10108,MDM10110,MDM10111,MDM10112,MDM10114,MDM10115,MDM10116,MDM10118,MDM10119,MDM10120,MDM10122,MDM10123,MDM10124,MDM10126,MDM10127,MDM10128,PJM10102,PJM10103,PJM10104,PJM10106,PJM10107,PJM10108,PJM10110,PJM10111,PJM10112,PJM10114,PJM10115,PJM10116,PJM10118,PJM10119,PJM10120,PJM10122,PJM10123,PJM10124,IDP10102,IDP10103,IDP10105,IDP10106,IDP10107,IDP10109,IDP10110,IDP10111,IDP10113,IDP10114,IDP10115,IDP10117,IDP10118,IDP10119,IDP10121,IDP10122,IDP10123,IDP10125,IDP10126,IDP10127,FLO10102,FLO10103,FLO10104,FLO10106,FLO10107,FLO10108,FLO10110,FLO10111,FLO10112,FLO10114,FLO10115,FLO10116,FLO10118,FLO10119,FLO10120,FLO10122,FLO10123,FLO10124,BPT10102,BPT10103,BPT10104,BPT10106,BPT10107,BPT10108,BPT10110,BPT10111,BPT10112,BPT10114,BPT10115,BPT10116,BPT10118,BPT10119,BPT10120,BPT10122,BPT10123,BPT10124,BPT10126,BPT10127,BPT10128,TCH10102,TCH10103,TCH10104,TCH10106,TCH10107,TCH10108,TCH10110,TCH10111,TCH10112,TCH10114,TCH10115,TCH10116,TCH10118,TCH10119,TCH10120,TCH10122,TCH10123,TCH10124,TCH10126,TCH10127,TCH10128,SYA10102,SYA10103,SYA10104,SYA10105,SYA10107,SYA10108,SYA10109,SYA10110,SYA10112,SYA10113,SYA10114,SYA10115,SYA10117,SYA10118,SYA10119,SYA10121,SYA10122,SYA10123,SYA10125,SYA10126,SYA10127,SYA10129,SYA10130,SYA10131,DLY10102,DLY10103,DLY10104,DLY10105,DLY10107,DLY10108,DLY10109,DLY10110,DLY10112,DLY10113,DLY10114,DLY10115,DLY10117,DLY10118,DLY10119,DLY10120,DLY10122,DLY10123,DLY10124,DLY10125,DLY10127,DLY10128,DLY10129,DLY10130,DLY10132,DLY10133,DLY10134,DLY10135
66,53,97,35,30,73,92,42,64,71,59,61,62,78,84,52,59,55,87,46,37,91,87,89,97,62,74,47,44,86,90,54,79,69,50,35,42,74,97,54,34,74,64,64,64,94,44,64,98,44,52,30,31,31,63,71,32,95,42,43,41,38,95,35,91,58,87,53,33,32,62,82,37,81,50,76,81,63,49,58,68,94,54,46,53,45,88,63,87,48,51,44,78,83,34,36,33,84,45,82,55,55,34,87,34,85,54,58,61,46,95,76,93,52,59,42,69,32,78,51,59,61,49,84,68,70,80,46,45,69,97,51,46,31,63,37,83,90,57,49,35,86,87,47,36,51,98,81,42,50,65,61,66,97,30,32,91,95,56,95,88,42,30,39,49,46,46,31,74,38,81,48,84,56,54,34,34,67,55,45,97,66,66,52,34,80,84,53,47,36,71,69,47,83,71,44,68,61,35,34,47,45,86,63,94,89,30,55,37,79,67,95,48,84,94,75,71,80,86,40,67,89,32,93,83,47,68,43,77,91,74,66,62,90,89,37,69,56,58,90,44,59,38,62,87,33,37,62,30,64,37,89,54,98,69,30,72,89,57,56,77,45,36,93,97,97,69,93,37,87,34,52,38,38,79,81,31,56,33,67,83,81,52,51,54,43,51,56
73,41,71,42,36,44,80,72,55,41,96,83,40,36,41,58,30,90,68,33,44,78,41,36,93,42,59,45,84,79,54,77,73,48,76,78,48,87,43,60,36,49,37,76,83,39,79,47,31,31,46,89,45,36,49,73,43,50,98,91,65,52,58,86,86,85,72,96,77,68,37,44,41,64,74,31,39,69,34,59,84,94,37,62,38,70,73,41,33,75,64,88,53,53,38,82,61,43,39,79,66,79,73,45,47,33,68,95,74,66,65,32,75,34,49,80,65,75,54,32,79,72,46,51,40,68,57,79,56,68,94,52,91,33,66,46,86,60,81,34,77,94,47,52,58,46,37,31,94,89,77,66,77,55,89,45,84,67,66,86,36,79,55,65,48,63,60,90,71,46,35,88,51,66,35,41,95,48,32,49,34,92,34,69,50,66,95,56,91,64,51,46,47,33,96,33,63,68,55,49,32,44,68,77,49,66,81,76,45,51,34,40,41,97,30,69,79,43,90,97,63,87,68,30,37,53,93,32,44,44,44,64,53,87,78,56,61,64,79,70,30,76,37,66,68,89,39,43,89,35,91,62,42,62,71,91,44,74,74,70,57,57,75,75,32,56,94,60,49,51,52,42,46,73,87,66,63,82,84,50,37,48,41,32,88,81,30,40
38,74,56,81,70,45,37,42,56,53,81,88,86,35,47,44,81,82,92,55,63,97,75,66,84,44,38,47,77,47,47,55,33,33,39,92,44,49,41,79,70,65,94,33,87,77,74,93,93,52,92,61,80,70,77,85,34,66,35,31,64,42,33,52,65,60,62,34,94,52,89,98,79,33,89,98,53,91,69,77,47,61,95,88,64,44,95,41,98,74,68,60,89,54,32,33,46,64,92,91,73,49,87,88,49,70,33,65,73,31,81,35,32,49,94,87,52,52,40,75,72,50,41,83,82,96,97,59,64,30,94,71,68,37,91,82,39,84,78,45,33,51,30,51,88,95,92,73,73,81,33,89,98,64,42,36,63,82,37,88,59,59,45,69,39,89,41,36,48,48,97,95,97,48,74,46,80,49,75,75,34,63,54,76,90,81,90,66,36,49,31,61,69,49,58,69,89,70,39,65,84,30,47,73,73,96,59,47,69,49,34,78,66,86,64,94,75,31,68,62,34,94,72,83,80,83,64,85,71,32,60,86,32,54,86,90,57,47,48,56,97,84,81,49,80,37,83,48,66,93,34,63,48,93,81,71,54,43,51,49,31,57,97,34,49,80,83,97,46,43,81,61,37,46,33,88,58,90,40,50,94,60,75,74,95,95,63,57
46,52,80,69,55,85,59,75,53,57,60,63,80,33,38,74,49,98,61,82,77,56,98,97,32,72,48,49,31,81,49,60,75,59,76,39,96,72,90,70,47,67,79,65,82,98,88,52,35,36,49,91,58,53,80,49,96,58,98,42,80,35,74,79,86,50,54,51,46,56,95,96,89,36,78,71,60,58,62,44,54,97,66,65,74,59,38,88,84,69,96,94,84,75,78,84,67,52,66,84,95,59,58,37,54,62,34,56,54,42,92,79,42,96,59,88,92,64,59,88,64,44,40,54,90,98,71,58,87,88,83,35,97,68,69,58,72,62,37,79,94,33,96,84,89,63,82,49,50,43,32,38,78,74,82,34,66,64,74,78,40,61,52,35,75,43,48,41,50,82,63,95,43,45,62,66,64,65,52,52,71,96,62,91,46,35,62,40,83,93,71,81,55,90,44,87,49,30,65,44,31,46,95,63,87,89,80,45,43,68,63,79,74,32,59,93,65,67,41,96,77,36,66,78,60,32,49,84,58,79,92,74,30,59,83,90,62,95,81,71,32,33,58,82,91,35,72,83,64,98,84,35,89,35,91,56,79,75,51,30,76,79,91,96,97,81,39,95,38,79,78,98,74,44,87,55,91,34,81,89,46,37,41,77,39,42,59,56
68,30,73,58,38,77,62,39,86,74,39,50,85,56,41,55,49,73,91,95,78,52,34,93,41,66,76,75,51,31,90,72,60,42,76,47,46,76,66,67,85,30,34,70,67,94,40,82,41,35,45,45,51,46,50,97,89,85,81,93,89,71,44,62,72,54,69,81,42,77,91,81,31,89,48,95,42,71,36,87,68,92,61,90,51,90,80,92,70,42,68,89,35,60,89,77,46,78,36,92,40,45,33,92,68,34,88,57,49,47,32,40,59,45,84,42,55,44,43,57,93,81,56,65,72,81,47,97,82,37,98,49,80,37,54,56,41,84,59,76,74,96,95,72,46,30,47,69,53,39,58,32,54,69,75,59,37,88,63,97,47,45,74,38,81,90,59,83,33,90,31,57,69,80,79,40,66,49,62,91,32,85,94,47,80,77,42,38,97,84,83,81,73,38,71,33,80,78,83,88,53,52,53,36,81,76,68,80,88,35,42,54,48,92,79,77,90,97,60,90,45,37,39,58,94,56,85,73,85,32,76,96,39,50,70,36,80,60,45,97,89,67,68,77,69,85,91,31,87,87,98,41,40,97,44,34,65,39,92,49,46,77,59,97,41,89,73,51,80,42,43,82,37,94,49,82,85,35,61,71,30,53,79,40,68,53,54,87
56,67,44,40,97,73,76,34,47,68,38,98,36,41,82,75,96,93,94,70,37,51,46,73,85,81,38,63,61,57,84,82,97,65,63,48,34,50,75,80,53,48,39,80,59,35,33,32,62,30,87,88,96,83,58,80,96,89,46,40,31,78,61,36,50,39,49,52,81,57,65,54,41,85,88,85,44,77,30,85,35,77,65,92,51,76,77,49,96,43,83,53,62,73,94,91,33,65,50,73,61,65,33,44,58,82,35,96,96,34,58,57,78,57,96,50,42,97,48,41,37,84,37,31,92,47,89,88,79,92,41,31,93,31,31,55,80,43,31,61,69,91,88,36,73,87,71,81,39,33,41,57,77,42,72,60,87,72,72,97,50,83,46,52,54,63,39,61,58,56,67,88,54,61,53,48,72,34,77,67,48,65,91,98,90,70,53,49,48,53,34,61,39,77,59,77,54,70,50,78,76,45,98,55,81,47,60,39,52,83,36,85,73,89,78,53,66,37,80,83,81,71,89,44,39,86,68,55,81,34,52,79,54,68,72,86,33,94,60,72,32,37,32,30,64,88,68,57,47,30,52,62,51,54,41,38,45,62,37,86,98,98,85,98,60,76,35,34,76,85,63,63,31,73,70,69,42,97,36,87,30,89,88,70,65,45,57,67
75,81,96,34,48,73,46,90,31,79,53,85,51,48,83,48,93,69,32,98,56,77,87,50,38,36,56,49,54,67,98,88,54,98,86,78,81,91,81,60,39,44,30,81,41,39,58,59,85,31,90,50,52,37,48,47,45,79,63,53,55,34,65,92,57,64,81,69,87,47,35,62,72,76,56,52,63,36,77,61,76,78,47,58,40,90,66,85,65,63,79,75,47,36,43,96,49,62,94,94,32,52,35,42,86,50,73,51,50,32,84,45,86,58,67,62,82,71,36,72,65,80,45,87,93,45,74,91,44,89,77,87,41,78,41,41,58,90,90,34,80,43,37,56,76,79,57,93,54,75,65,34,57,67,96,94,51,62,50,40,66,97,50,35,63,69,41,70,50,92,37,60,82,45,38,64,98,98,80,73,90,67,49,63,42,67,59,75,37,44,38,42,36,52,36,96,83,76,31,49,62,62,77,33,86,54,66,89,54,77,77,84,33,33,74,32,66,45,35,54,60,81,93,70,40,66,31,90,78,42,47,46,39,90,54,90,92,98,97,62,80,39,56,83,97,38,66,42,60,65,38,56,34,37,74,93,61,58,71,81,32,68,74,43,49,85,66,33,43,59,76,67,48,95,49,75,42,33,62,72,94,43,40,57,92,62,48,49
81,44,69,40,47,88,84,30,94,72,51,40,91,63,93,32,38,36,42,39,61,63,55,68,65,73,93,88,76,89,38,69,97,42,95,53,55,89,71,89,81,42,42,87,31,61,80,95,95,56,77,49,60,53,52,85,41,40,62,31,75,30,60,41,45,86,61,92,67,60,76,53,31,89,54,81,44,48,77,55,69,59,30,90,72,90,48,43,78,54,62,67,46,47,59,36,34,81,81,84,33,94,61,82,32,77,41,96,30,81,82,74,39,96,34,88,79,47,32,46,45,57,50,98,71,75,30,74,31,88,49,52,93,38,50,53,84,46,46,51,72,88,39,48,34,94,83,40,80,77,41,60,42,33,41,87,57,94,65,92,97,72,69,72,98,58,39,97,50,52,45,35,31,88,51,82,51,74,59,90,41,33,35,90,89,60,57,56,67,46,88,66,76,32,86,48,97,96,60,81,44,83,90,38,64,51,54,80,52,82,75,35,63,51,42,66,40,30,32,74,47,98,71,45,97,46,40,74,70,95,67,67,43,89,89,60,39,85,60,72,63,55,80,32,69,88,86,77,95,80,40,30,93,84,45,40,73,66,33,34,50,39,32,78,48,54,92,79,42,85,34,96,54,87,74,56,60,43,44,44,96,57,90,51,52,43,38,34
83,97,46,89,84,90,75,45,63,90,93,61,82,93,89,43,69,98,40,77,79,69,53,81,57,42,66,83,65,52,97,50,41,62,41,60,76,38,56,30,53,43,67,93,51,92,87,74,60,61,59,67,89,51,55,86,46,77,85,53,54,79,45,54,36,70,85,30,31,70,57,44,76,89,94,65,96,74,64,67,66,38,69,94,38,66,91,75,91,45,64,64,71,42,57,34,78,58,59,96,90,69,66,30,65,59,30,94,60,53,38,90,91,58,86,34,43,94,61,64,98,33,69,51,36,30,77,32,60,47,48,67,39,70,75,52,70,59,93,36,73,60,84,60,37,30,59,67,78,69,33,54,75,96,60,88,62,32,43,41,67,40,54,97,52,87,44,91,90,75,68,77,49,59,83,51,70,85,80,70,57,54,56,83,35,58,36,50,86,67,58,76,62,47,36,50,98,44,65,40,43,93,85,45,34,84,65,55,94,41,45,89,83,48,80,64,78,97,34,86,62,72,45,89,73,35,31,57,73,57,98,50,34,62,74,92,92,34,78,52,34,59,57,63,39,44,88,64,53,47,60,55,81,48,73,72,31,54,96,42,55,51,89,42,47,68,30,46,78,30,78,59,72,46,52,73,54,89,55,36,73,43,78,60,88,35,50,48
97,73,91,77,39,88,70,55,31,82,56,64,88,65,40,71,40,77,54,35,62,70,97,87,86,61,54,95,32,75,33,39,66,33,89,86,72,53,60,56,53,56,88,69,64,97,94,41,65,54,55,73,82,55,80,42,68,34,59,93,76,92,78,40,31,49,58,89,62,34,84,57,34,46,49,96,60,84,68,65,91,90,77,82,98,52,93,58,43,66,32,40,66,77,61,53,69,48,98,34,89,83,57,79,96,59,96,78,80,89,72,80,57,37,83,52,39,45,97,86,57,69,61,40,78,74,82,93,85,63,56,46,53,37,37,88,68,84,41,53,46,31,73,62,63,70,37,38,71,74,47,65,69,67,82,61,85,89,31,35,96,62,61,78,61,63,81,87,84,78,60,34,40,43,75,30,52,90,86,46,46,42,49,56,85,84,71,97,57,57,92,87,78,44,44,65,63,80,71,77,70,54,52,49,63,78,88,63,42,94,80,87,61,54,42,34,64,60,79,75,73,38,41,42,78,88,32,76,43,60,97,52,37,58,90,55,74,51,42,35,31,79,60,88,82,94,77,59,81,32,42,42,90,85,66,50,96,57,53,84,83,52,35,54,71,54,42,96,58,52,53,63,52,32,89,70,61,44,78,60,50,40,90,36,63,43,78,67
62,43,56,55,93,77,83,61,41,47,96,94,89,66,84,87,42,51,78,91,53,89,32,47,58,59,40,44,43,37,51,88,91,63,59,42,84,61,85,43,40,66,93,81,30,55,55,60,78,50,94,81,92,34,82,30,88,88,55,37,45,35,81,55,94,77,67,79,53,64,75,51,50,36,87,90,84,30,62,94,96,80,32,35,42,89,74,92,34,61,91,87,37,96,63,30,50,44,96,97,70,30,38,54,69,62,82,85,55,93,30,98,44,94,51,37,96,66,57,67,39,44,53,62,81,42,70,35,48,79,36,64,54,94,35,80,72,45,95,43,72,55,54,43,53,78,47,91,81,36,79,78,56,37,47,63,79,61,33,94,85,41,30,49,98,63,91,74,81,55,90,90,34,82,87,92,90,87,32,95,47,96,52,31,49,57,89,53,40,77,67,70,77,46,91,75,69,56,66,97,57,66,82,51,42,78,61,66,65,33,45,85,41,60,43,33,95,76,79,43,62,48,35,85,32,34,98,42,66,43,50,45,54,92,64,76,41,60,69,73,55,71,67,71,88,54,64,78,97,69,64,84,32,89,86,53,37,30,39,59,52,44,49,68,86,38,37,46,63,54,39,51,58,75,88,53,64,46,58,31,80,90,34,53,36,89,94,67
57,75,81,37,51,94,78,41,86,96,82,33,70,55,33,55,35,95,51,84,70,93,36,56,83,70,77,73,65,60,39,44,31,68,89,31,45,60,63,43,45,77,64,52,58,67,32,45,85,66,84,66,90,87,80,48,55,62,77,33,72,53,71,52,61,78,96,83,35,88,51,86,39,36,94,38,80,88,79,46,85,90,38,73,31,35,63,93,70,72,86,32,46,74,59,33,56,64,58,33,70,36,48,30,82,67,73,59,77,73,71,80,88,76,33,90,56,97,78,38,36,34,53,82,70,47,55,74,52,93,85,36,76,96,67,50,32,53,38,93,71,97,38,78,49,44,59,81,35,80,52,57,64,62,87,58,77,30,91,64,86,65,97,50,37,55,72,55,90,75,80,72,37,74,54,37,48,60,42,97,61,77,86,45,86,34,74,90,79,71,93,58,81,81,35,51,97,63,47,68,85,36,30,79,86,80,83,43,59,46,57,54,48,49,30,84,81,32,98,70,95,50,32,76,88,40,83,58,91,96,91,79,65,90,40,68,33,72,35,89,53,52,62,96,66,57,92,33,94,68,47,89,32,91,59,84,76,81,82,97,84,79,53,55,96,68,62,85,44,78,52,50,32,71,55,71,94,87,40,62,85,87,75,64,93,38,58,54
96,73,83,88,91,40,68,84,82,32,89,91,55,54,74,39,60,45,51,40,79,77,52,65,31,42,97,96,79,61,68,41,62,83,62,52,96,51,94,93,73,60,46,78,79,56,60,86,71,57,72,35,60,90,79,79,51,34,35,82,67,57,31,31,98,42,85,61,42,41,30,52,33,40,46,79,45,42,30,63,65,63,87,55,73,42,95,32,80,33,48,63,35,62,93,62,60,95,60,98,91,73,74,78,69,52,79,96,52,48,50,48,59,58,38,67,67,37,58,91,77,98,74,42,50,87,79,36,91,65,62,96,81,89,88,64,66,97,40,71,55,46,56,36,52,34,75,51,90,32,68,32,72,98,66,76,38,33,62,54,98,36,44,62,60,41,50,94,91,34,96,54,96,42,40,31,78,90,45,95,80,48,84,50,75,81,56,96,84,75,68,52,63,88,49,35,32,46,78,47,86,47,48,79,53,87,33,94,31,44,97,75,47,35,46,61,61,65,85,41,39,55,46,40,80,32,83,47,72,75,50,41,83,64,40,74,86,81,88,89,95,30,59,91,76,42,61,53,45,34,93,41,56,52,33,36,66,57,98,53,97,52,37,58,84,66,37,36,67,53,32,48,40,67,86,69,94,71,82,36,37,52,45,96,60,80,88,72
68,42,37,32,67,75,49,45,74,63,94,72,95,59,67,91,49,55,56,92,34,51,36,89,47,73,86,63,95,84,65,47,84,96,33,68,78,45,43,76,50,40,83,78,95,43,69,65,68,91,87,62,70,63,74,50,38,57,91,53,84,86,47,73,81,73,67,48,32,48,77,91,39,68,63,89,41,75,60,64,37,42,92,89,79,38,67,32,84,58,31,76,61,64,59,30,54,33,78,89,85,54,73,45,79,42,86,46,59,82,44,30,95,52,41,66,65,37,42,86,69,71,90,86,95,88,64,85,56,40,96,88,52,69,35,66,65,97,85,62,95,93,35,80,83,88,35,32,72,75,51,52,92,54,45,83,62,40,67,71,67,73,51,71,78,56,35,95,59,70,58,54,50,83,69,55,32,79,50,65,81,59,67,89,95,70,39,38,40,51,35,60,78,94,93,84,73,35,36,54,33,54,86,32,51,79,63,75,93,47,59,50,63,72,75,38,69,30,53,57,89,74,65,59,71,91,69,66,89,90,79,92,32,53,76,45,73,84,74,97,36,41,35,35,31,48,55,89,73,48,94,57,35,80,89,80,60,96,70,52,72,52,45,87,84,48,36,79,81,63,76,88,65,82,55,63,98,51,64,91,61,90,45,87,72,46,56,57
88,51,75,78,76,52,48,83,91,65,83,54,83,47,80,40,65,75,75,61,81,46,52,45,56,70,92,92,58,86,66,84,50,78,33,35,59,38,63,82,36,78,51,88,68,43,72,79,90,71,78,33,81,69,50,64,83,43,70,74,78,78,66,93,85,38,34,45,36,78,31,97,97,89,77,94,35,54,76,80,44,87,75,62,38,50,65,56,76,44,78,98,84,47,63,44,51,46,85,60,41,96,89,72,83,35,38,71,37,36,92,79,89,89,63,38,69,64,94,89,76,55,96,54,66,74,96,96,34,72,63,60,32,94,80,35,71,67,97,59,62,60,88,93,52,32,78,91,90,69,78,87,41,94,87,86,64,44,38,80,42,96,75,69,77,80,67,77,36,39,40,83,78,64,98,98,48,41,73,36,69,46,53,46,67,93,31,98,34,81,65,32,57,70,65,35,33,77,71,97,64,97,70,68,36,62,42,93,89,77,56,41,78,73,72,50,93,39,65,47,72,93,37,63,89,61,33,62,76,60,57,93,38,58,61,39,72,34,66,53,77,94,52,93,73,41,73,77,90,92,55,55,65,50,74,77,92,35,69,90,86,47,43,61,97,41,90,67,51,85,45,72,84,42,44,86,44,65,46,48,56,73,44,30,50,43,92,66
94,88,92,58,51,50,96,74,43,62,92,72,65,46,49,32,56,82,57,69,72,49,45,88,49,44,71,59,67,57,35,51,74,30,89,56,97,52,35,67,37,91,55,44,89,38,82,91,97,57,91,73,51,70,75,64,88,81,97,75,58,84,41,65,35,41,49,65,86,90,46,40,83,98,85,42,54,34,60,76,41,52,46,33,77,38,80,44,97,51,69,65,93,42,81,51,49,96,46,95,61,49,51,66,93,33,76,87,73,33,97,33,34,50,51,43,68,78,90,71,55,34,67,44,70,71,47,93,86,68,53,96,37,42,96,65,46,43,73,69,61,59,91,36,87,92,54,84,73,64,79,36,91,51,72,62,39,58,58,78,66,89,95,65,69,49,40,54,38,67,93,39,81,34,70,36,32,76,65,41,70,93,65,73,81,61,44,94,90,70,62,87,64,39,70,58,57,64,36,74,72,93,47,75,68,56,62,46,81,68,46,92,88,58,32,86,78,78,81,48,55,64,96,95,95,75,52,95,65,58,33,50,39,86,50,84,97,41,70,85,49,92,33,97,84,48,63,36,97,33,45,95,45,66,93,72,42,78,39,38,72,73,91,87,78,31,30,31,33,88,34,66,49,54,36,77,47,40,82,39,71,72,39,54,89,32,30,96
88,34,76,95,60,41,43,89,41,50,96,78,63,92,65,59,59,42,95,50,89,40,52,52,49,90,78,67,57,62,78,39,38,46,84,73,87,56,96,81,31,56,79,76,88,65,62,86,86,56,43,94,68,68,34,64,83,74,56,38,82,73,72,54,31,54,56,59,87,97,33,51,53,82,88,96,65,71,96,83,71,41,68,96,96,78,82,57,91,97,87,37,97,59,47,89,40,43,56,43,56,89,30,51,61,41,79,49,93,59,44,89,64,84,41,87,89,95,46,87,85,88,66,89,66,31,80,48,68,78,92,55,83,96,95,60,41,60,38,87,77,43,53,45,55,94,88,97,66,69,64,73,90,50,30,63,56,79,91,59,96,35,92,55,69,85,39,62,55,45,77,80,43,57,42,67,88,56,94,74,88,42,33,32,39,50,59,56,60,71,47,40,75,59,78,78,88,95,54,91,35,42,42,85,73,90,66,54,71,33,70,32,62,39,61,78,59,55,44,79,37,80,36,33,82,65,64,90,32,85,48,81,35,41,79,61,70,54,30,83,73,32,33,54,50,48,90,82,90,92,76,87,49,80,72,66,47,92,85,87,31,31,63,70,34,64,30,72,97,78,69,75,70,39,76,47,54,66,98,42,44,48,31,38,46,46,47,96
61,30,96,34,71,70,87,65,79,70,32,57,90,89,47,75,34,88,87,86,85,32,90,83,30,72,64,53,71,98,91,91,44,73,38,44,42,46,70,64,93,91,86,58,83,83,31,59,64,85,63,85,64,84,36,77,48,66,97,76,73,84,87,54,56,85,91,71,40,54,41,38,34,83,92,65,45,70,53,80,73,83,48,96,38,92,50,69,83,56,62,46,61,38,77,92,93,44,86,37,85,57,54,95,54,63,85,78,79,69,85,60,61,71,73,37,77,90,61,65,39,33,53,44,80,89,83,91,54,73,30,50,91,45,97,93,62,35,56,42,62,67,64,81,36,42,97,85,78,53,83,44,39,71,72,84,88,94,78,76,81,58,35,42,97,72,92,43,75,36,44,94,32,39,83,64,62,82,39,98,47,41,42,48,53,83,69,83,88,83,63,55,75,59,69,45,72,37,38,73,40,43,88,73,42,93,64,95,81,45,84,83,76,86,33,68,65,98,42,98,77,68,54,31,55,64,59,75,77,67,59,69,46,86,54,59,94,78,35,71,47,85,60,59,53,47,34,89,47,50,83,46,53,94,51,45,61,30,65,31,69,45,45,59,85,38,68,75,78,81,45,85,38,35,96,58,73,95,82,81,55,47,90,30,85,38,77,64
60,78,47,87,41,51,92,60,47,71,92,95,39,53,79,63,74,94,36,91,94,42,69,69,51,94,38,76,35,41,63,72,84,31,63,66,92,35,92,80,92,88,75,47,41,68,30,43,35,37,88,60,59,84,31,75,42,96,90,97,51,83,58,44,67,98,35,38,94,40,30,48,98,57,75,75,39,77,74,69,93,70,54,67,48,72,81,31,97,60,39,82,56,75,70,42,98,64,60,93,39,48,71,38,84,98,92,33,46,98,97,94,52,87,76,43,92,59,30,84,65,75,43,75,53,35,47,35,91,39,94,78,40,85,65,98,75,73,30,91,52,60,91,54,57,43,75,74,44,74,54,88,77,51,93,37,48,34,57,92,92,40,85,42,60,95,74,93,79,67,91,43,34,51,58,46,69,82,34,38,92,89,50,77,52,44,64,94,33,50,62,43,82,75,89,74,59,58,95,86,67,32,54,52,77,63,35,50,64,72,61,98,91,78,64,38,61,74,86,35,81,94,88,95,71,65,72,79,74,54,90,60,98,58,84,50,76,62,47,80,89,34,86,46,66,35,69,32,90,86,45,98,84,59,38,45,52,82,84,70,45,42,52,72,41,96,71,36,41,45,36,31,71,39,47,48,37,98,57,77,93,33,80,77,65,64,66,33
33,61,85,47,86,72,79,91,37,75,49,97,52,84,57,65,76,68,37,68,45,56,91,48,65,68,37,55,84,33,85,47,62,55,36,73,50,56,52,39,57,43,61,64,54,48,50,43,75,85,51,65,44,32,41,67,68,69,61,49,46,66,46,92,38,50,69,51,85,93,40,63,59,89,65,61,37,79,98,62,70,72,62,85,37,89,39,56,87,92,43,75,81,38,42,30,56,53,94,35,90,79,68,93,41,79,74,94,30,32,40,96,82,96,41,77,79,55,49,79,33,98,90,98,80,66,34,50,67,66,69,82,65,72,49,95,47,49,71,59,43,35,38,55,95,52,96,62,57,75,83,69,65,81,47,33,43,55,90,46,97,93,63,90,68,98,45,57,93,59,80,77,55,36,89,79,55,56,53,41,94,74,70,37,86,91,69,59,75,30,67,80,41,59,43,72,41,41,42,36,42,70,34,97,67,47,40,58,46,46,84,88,71,44,90,36,39,81,91,63,49,38,39,42,86,70,39,97,94,60,41,45,97,77,59,54,84,30,40,52,98,33,76,65,46,55,41,52,94,60,41,76,66,50,95,62,62,58,75,93,53,51,66,55,70,71,42,49,88,83,74,49,93,36,85,51,50,56,73,56,49,32,41,84,47,63,83,60
33,80,39,52,67,78,35,90,82,36,78,87,82,52,42,92,47,52,75,83,69,84,82,37,41,88,64,97,92,53,86,34,84,66,50,45,86,54,93,51,44,88,90,92,47,83,59,94,70,46,80,86,60,51,58,96,67,68,92,50,33,47,82,87,89,73,41,69,88,87,66,30,74,85,75,82,36,68,44,81,55,57,30,55,60,70,74,95,42,67,37,61,62,43,63,33,39,73,39,89,49,33,42,48,91,83,35,93,47,32,51,52,55,79,34,33,54,43,53,76,98,42,44,73,53,59,42,92,87,56,88,84,56,77,52,35,33,34,97,96,90,53,90,86,45,96,81,71,64,76,72,65,66,54,91,55,42,81,54,52,86,31,35,92,36,84,69,95,50,69,70,50,87,37,73,32,34,56,59,87,95,48,69,94,76,84,85,77,75,69,68,52,77,49,91,42,98,30,70,75,72,68,92,43,31,41,90,84,84,55,46,64,66,44,92,44,49,59,45,73,36,78,76,58,52,41,43,68,66,85,78,53,76,49,58,63,76,96,70,50,83,80,39,62,33,62,75,31,36,67,94,45,36,57,46,57,43,78,81,87,62,53,40,39,90,67,94,36,47,46,60,75,42,73,97,90,66,43,95,40,34,52,93,78,38,34,93,42
