ESU10102,ESU10103,ESU10104,ESU10106,ESU10107,ESU10109,ESU10110,SSU10102,SSU10103,SSU10105,SSU10106,SSU10108,SSU10109,CSU10102,CSU10103,CSU10105,CSU10106,CSU10108,CSU10109,GNT10102,GNT10103,GNT10105,GNT10106,CGS10102,CGS10103,CGS10105,CGS10106,CGS10108,CGS10109,GRC10102,GRC10103,GRC10104,GRC10106,GRC10107,GRC10109,GRC10110,ERM10102,ERM10103,ERM10105,ERM10106,ERM10108,ERM10109,AUD10102,AUD10103,AUD10105,AUD10106,AUD10108,AUD10109,POL10102,POL10103,POL10105,POL10106,POL10108,POL10109,REG10102,REG10103,REG10105,REG10106,REG10108,REG10109,ETI10102,ETI10103,ETI10105,ETI10106,ETI10108,ETI10109,CGV10102,CGV10103,CGV10105,CGV10106,CGV10108,CGV10109,IGV10102,IGV10103,IGV10105,IGV10106,IGV10108,IGV10109,CPI10102,CPI10103,CPI10105,CPI10106,CPI10108,CPI10109
98,83,77,85,77,90,90,86,93,91,87,78,91,81,91,75,81,85,95,94,88,86,88,88,76,80,78,77,89,76,81,94,85,96,78,76,96,82,95,91,90,81,88,95,78,80,98,87,94,78,87,88,77,89,86,97,87,91,78,78,90,76,85,82,79,81,77,96,89,98,85,79,80,93,89,79,96,83,86,86,94,84,85,75
82,87,89,88,98,82,90,94,92,85,93,81,91,93,76,85,96,76,78,90,75,97,77,77,92,89,87,81,91,83,75,76,94,76,91,81,81,81,94,91,77,75,83,95,98,90,91,80,82,89,91,89,93,83,86,83,92,95,91,89,94,97,76,82,96,96,90,89,83,78,76,93,90,91,78,98,92,86,90,95,93,92,78,92
97,82,82,97,95,89,84,77,95,97,79,98,88,82,98,80,79,94,77,77,79,84,75,97,94,86,90,88,76,93,94,86,88,91,88,82,82,84,91,89,85,89,87,81,82,79,95,77,78,92,77,88,85,91,85,90,97,97,81,78,97,97,76,96,86,79,82,82,93,75,77,94,83,87,78,80,97,97,91,88,80,80,76,82
96,96,92,96,98,90,94,94,75,75,95,86,95,76,92,90,94,76,93,81,92,86,83,82,79,97,90,80,96,78,84,83,98,89,83,79,83,94,97,78,79,94,82,80,97,96,88,93,86,81,87,85,96,91,97,97,88,88,92,81,75,78,89,96,77,96,87,82,82,87,82,78,82,88,82,90,77,83,79,85,82,90,97,79
95,80,82,75,83,78,85,94,98,92,92,92,93,89,93,88,79,78,89,92,86,79,77,82,89,90,78,88,93,92,88,83,87,87,80,78,92,91,77,79,87,97,98,83,75,84,84,92,78,84,89,76,75,91,89,97,97,92,97,77,82,95,84,91,82,95,98,75,96,97,93,94,97,85,92,94,79,90,75,98,83,87,86,91
95,81,85,76,92,95,83,87,87,91,85,87,78,76,88,89,82,92,93,75,85,88,82,76,80,86,85,90,88,78,83,90,90,80,87,77,76,91,90,80,82,86,86,89,94,88,89,82,78,77,90,87,89,78,78,91,82,77,79,83,86,95,90,84,93,92,82,83,91,98,79,77,84,98,98,81,87,82,75,98,87,81,82,97
81,95,88,89,82,88,86,90,83,98,78,92,75,95,79,84,91,91,79,75,97,77,79,87,89,90,91,81,97,95,87,92,78,81,89,95,85,76,97,81,87,83,96,94,82,87,80,92,90,84,97,78,75,89,88,78,75,97,94,96,84,93,95,85,75,84,94,88,95,78,92,85,77,93,87,90,86,76,83,97,90,88,90,98
89,75,88,89,81,93,79,83,79,78,80,82,78,82,93,89,89,82,87,88,94,90,82,95,78,77,97,82,98,79,79,83,90,96,85,80,92,77,95,85,81,75,80,90,94,95,95,89,90,81,80,80,87,95,93,96,80,89,94,87,96,86,92,82,93,89,83,96,93,91,79,80,98,93,95,98,77,86,82,83,87,90,91,98
81,96,93,88,91,98,78,76,84,87,82,76,84,86,83,88,77,96,86,76,80,92,98,89,78,88,82,90,90,85,79,94,78,94,97,77,86,77,84,76,80,98,85,95,88,95,79,76,79,94,75,96,80,81,93,82,91,80,84,93,77,86,94,78,87,90,98,94,85,89,90,94,90,78,86,93,84,88,88,89,91,80,86,94
95,96,78,85,95,86,78,91,97,81,97,93,76,85,97,90,79,90,81,78,83,81,83,81,80,76,83,86,83,79,85,98,94,90,78,86,98,88,98,96,89,96,90,83,76,98,97,84,77,97,75,89,95,86,94,85,85,90,89,83,93,96,79,81,83,94,85,78,96,93,97,87,79,77,84,78,92,92,86,96,81,97,92,86
93,93,89,76,84,81,98,85,80,91,82,76,83,90,95,81,92,77,93,77,78,91,78,92,84,94,78,78,86,76,90,78,79,84,75,80,87,96,86,89,93,76,96,81,91,81,91,78,84,84,89,87,76,97,97,90,97,88,97,95,83,80,76,75,78,91,83,86,96,77,98,87,77,92,80,89,96,85,88,95,91,94,76,97
85,96,90,89,78,91,84,96,94,90,86,78,86,76,91,96,97,84,84,88,85,79,98,81,95,88,81,89,84,95,79,83,78,81,90,76,76,83,75,86,89,88,92,84,75,77,77,91,94,80,88,98,80,92,84,90,84,82,90,87,81,98,78,85,76,82,90,94,78,87,91,88,89,79,80,81,79,78,88,98,88,78,75,95
80,79,86,98,81,78,96,97,98,81,81,87,91,77,77,85,93,78,79,80,85,92,91,94,92,83,90,84,77,75,93,76,94,97,95,90,94,90,95,90,90,95,87,90,92,94,77,81,82,93,90,94,78,94,79,87,76,90,90,77,95,77,79,80,93,92,89,78,88,77,76,77,94,88,80,83,95,80,86,89,89,80,85,96
81,87,96,82,82,97,90,85,75,87,98,86,75,76,93,75,80,91,87,95,81,77,86,78,80,75,92,89,95,75,91,97,78,83,86,76,84,94,98,81,77,95,83,97,92,85,77,76,81,78,85,82,86,79,78,79,76,79,83,97,84,77,91,92,80,75,98,83,82,89,82,94,78,83,78,92,79,80,79,94,98,85,75,85
75,89,76,76,84,75,90,92,90,93,89,97,96,94,96,98,90,92,84,82,79,83,97,94,80,83,78,79,90,86,82,80,80,76,78,80,98,83,96,76,94,94,88,81,79,98,94,80,82,95,92,94,88,91,81,92,79,83,89,95,92,82,75,82,93,98,95,94,84,85,86,86,86,85,98,85,97,82,79,78,83,77,96,96
93,79,82,77,96,75,84,82,87,88,88,85,80,78,96,78,88,96,77,77,88,91,89,79,93,78,85,78,85,75,98,92,85,87,93,88,85,85,94,92,81,77,92,92,97,98,77,82,79,75,79,79,86,77,88,86,85,77,93,86,88,94,95,91,98,96,78,88,81,91,75,79,82,92,80,80,93,94,86,80,86,97,81,91
82,97,78,77,96,75,85,94,86,89,89,84,80,92,94,82,92,81,92,92,75,75,86,92,88,94,95,98,89,91,98,94,90,90,84,80,82,98,98,97,96,76,76,92,95,98,94,89,93,80,95,90,94,85,87,87,88,95,89,80,75,95,83,85,91,98,82,89,93,85,93,95,76,78,87,78,88,75,78,86,86,80,90,85
89,93,78,80,76,81,96,92,75,98,82,84,85,84,92,75,79,94,87,83,95,95,79,93,96,76,76,86,76,76,89,79,95,95,82,90,97,87,79,94,86,92,86,75,90,79,82,76,88,96,81,93,75,95,90,88,88,81,97,95,98,75,90,76,87,98,94,90,86,87,79,83,87,94,81,91,90,89,75,88,90,89,83,80
81,89,91,94,77,82,91,82,88,94,76,78,86,92,84,76,85,91,79,89,96,96,97,75,79,87,90,76,95,86,75,85,90,81,75,76,90,79,78,89,84,76,93,85,85,75,93,98,82,96,88,76,82,97,79,94,89,81,97,96,79,88,78,97,75,77,94,82,94,77,84,83,82,86,90,76,88,80,78,85,95,77,90,84
79,91,81,84,98,92,77,76,84,93,97,94,80,90,90,91,94,80,96,81,84,96,95,75,90,79,83,77,93,77,98,97,80,82,86,89,97,90,92,94,91,78,98,84,84,76,90,87,80,98,84,96,88,81,83,97,77,79,98,79,91,78,88,76,83,92,96,88,81,76,97,87,80,81,78,88,80,91,81,93,96,84,76,93
98,89,76,75,89,78,98,86,80,75,79,93,95,86,80,94,76,83,80,97,77,88,85,96,78,94,85,79,84,90,80,77,79,83,80,91,82,93,85,84,89,76,77,96,75,89,81,83,92,91,75,94,79,97,93,89,76,80,84,97,93,90,94,82,91,86,87,97,81,89,88,77,91,93,81,75,88,87,78,84,82,78,91,84
75,82,98,98,93,89,81,95,80,88,90,96,75,88,83,77,89,87,81,85,88,87,75,78,91,80,97,77,82,90,90,92,95,85,95,86,95,84,96,82,82,91,83,84,94,78,91,88,78,75,97,78,96,86,95,80,85,81,88,84,90,98,91,84,97,91,75,97,76,88,85,95,91,90,87,93,76,91,89,80,87,89,98,80
98,80,77,84,92,96,77,75,86,78,95,85,81,83,81,95,76,82,86,88,87,79,84,89,96,79,83,80,83,78,95,87,88,98,77,83,87,90,85,77,96,93,88,86,82,79,94,83,95,84,91,79,98,79,76,94,86,81,82,83,92,96,85,75,96,92,82,78,91,78,75,90,98,80,89,83,78,79,79,87,78,88,85,75
79,77,90,80,79,96,84,92,97,86,90,95,85,89,83,95,76,79,97,94,76,94,79,77,88,95,77,82,79,86,89,91,95,80,77,93,83,91,83,84,83,95,93,98,77,96,84,84,84,78,97,96,84,88,88,76,87,76,82,97,95,80,98,90,77,88,77,78,90,86,83,81,80,91,87,91,94,89,75,80,88,95,89,75
84,76,91,87,86,85,88,91,79,86,88,90,75,82,77,90,82,86,87,87,89,76,75,88,86,92,91,80,76,95,78,85,75,94,84,89,83,90,88,89,92,79,81,78,95,82,81,97,95,96,85,90,75,81,98,94,80,92,85,91,81,85,90,93,94,91,96,86,79,83,93,82,91,87,84,80,95,95,79,78,87,81,94,85
88,79,91,90,83,98,81,79,75,87,84,89,92,81,92,97,79,75,96,88,94,80,81,89,92,92,77,79,91,89,92,75,93,81,87,95,86,91,82,96,96,92,88,76,89,86,85,98,82,84,97,75,91,88,81,79,89,88,93,82,90,79,98,75,83,90,83,94,94,85,81,77,84,75,86,78,79,80,85,98,90,79,97,94
98,98,83,92,98,93,76,84,76,79,81,88,95,78,97,76,95,95,91,97,98,92,90,85,77,97,76,86,87,93,93,91,95,79,76,79,79,89,75,88,95,98,84,81,97,85,94,82,96,90,96,89,80,83,94,90,86,86,90,87,85,78,76,87,78,88,90,84,92,84,77,88,91,87,78,98,90,98,86,86,88,87,79,82
96,80,96,92,77,87,79,79,94,85,89,85,80,93,84,97,75,86,76,76,75,92,77,97,88,76,80,77,91,96,77,85,90,81,84,97,98,86,88,82,96,77,83,91,79,95,92,85,91,76,76,82,91,80,79,87,80,80,76,81,95,83,94,75,80,82,81,89,86,96,96,90,86,98,88,81,76,89,78,84,83,93,97,96
90,95,90,81,96,88,86,82,80,82,96,84,78,76,82,78,85,97,85,77,79,83,88,76,84,76,79,83,79,94,79,75,93,79,95,90,93,85,90,76,78,87,76,78,75,77,89,88,83,80,97,75,86,86,97,88,94,77,79,79,80,90,88,75,75,85,79,85,95,80,89,88,86,86,94,90,94,91,91,92,86,89,96,77
82,75,93,96,95,86,75,88,95,93,77,91,77,96,87,87,97,78,97,78,76,78,85,82,88,83,79,87,91,81,88,94,75,79,82,97,80,79,97,92,81,94,97,81,96,83,93,98,83,90,76,95,82,92,84,90,85,76,97,83,79,75,91,91,91,80,75,95,96,88,98,83,77,77,91,89,76,85,83,98,97,97,92,78
84,82,79,88,86,84,77,92,76,88,91,82,83,85,79,86,85,75,79,92,86,88,93,95,96,91,98,94,98,95,92,76,88,82,98,79,88,76,82,93,92,96,91,93,82,87,88,95,86,84,97,77,84,95,83,88,97,81,97,90,82,82,76,93,89,75,87,97,89,80,77,77,80,76,97,91,89,98,83,86,81,86,89,97
97,85,84,81,91,95,87,92,89,78,78,85,91,88,96,81,75,88,93,96,78,79,89,89,94,92,93,78,98,77,83,95,97,85,83,93,79,76,92,77,96,92,86,83,91,90,85,88,77,84,91,89,82,98,83,80,97,93,87,86,85,90,94,82,77,81,81,84,87,81,75,95,83,84,96,78,79,96,92,98,88,83,83,89
89,85,91,75,77,90,85,76,92,84,93,87,85,78,75,96,78,84,92,82,93,87,77,82,83,87,83,77,92,81,77,87,84,87,91,82,85,96,92,79,86,97,88,92,84,90,80,97,78,90,84,90,83,86,75,85,78,75,93,85,85,76,85,89,92,78,94,94,94,79,97,75,94,96,84,77,89,93,80,93,93,86,81,94
81,75,76,81,98,85,78,88,87,94,81,88,95,97,87,79,94,75,95,89,82,90,77,82,97,83,79,93,91,89,91,90,95,85,86,86,83,94,83,77,78,86,98,82,76,83,94,88,87,94,81,80,94,76,81,96,85,75,83,86,81,86,82,88,75,78,87,89,77,79,91,94,79,76,75,78,77,80,87,78,96,94,78,94
89,90,93,77,83,91,89,80,95,93,94,96,90,79,83,97,88,79,75,75,91,85,89,83,86,86,92,81,98,98,84,77,97,78,97,83,91,81,98,93,75,94,97,94,87,88,92,88,97,77,90,86,94,79,94,97,96,88,87,94,92,91,90,83,75,87,98,82,92,92,83,76,97,84,76,90,81,79,91,84,90,98,86,90
98,89,83,75,91,98,82,81,89,92,95,82,88,75,94,91,77,88,98,84,87,92,95,77,95,96,78,88,98,85,94,90,90,94,93,80,77,86,97,96,76,85,78,89,87,92,82,92,86,97,79,98,91,93,91,95,88,81,96,98,78,84,75,94,76,84,93,97,92,90,76,94,79,89,92,87,96,92,84,96,97,86,88,93
87,81,75,79,81,95,87,98,78,92,90,82,90,94,76,94,76,87,76,76,84,89,87,93,89,83,94,86,81,93,92,95,94,95,94,75,78,82,97,82,86,77,84,81,97,79,85,76,88,86,92,86,98,82,86,80,92,75,78,92,92,85,84,93,84,80,96,81,79,88,76,86,77,89,90,93,94,84,78,79,85,93,84,98
89,82,76,97,90,83,77,81,86,92,93,80,92,89,86,92,80,83,96,75,95,83,76,85,80,89,96,84,93,97,90,75,80,92,75,83,82,79,85,91,77,86,76,81,79,78,79,84,92,75,87,86,76,89,88,76,93,94,95,92,77,93,89,78,83,90,79,90,86,83,82,92,87,77,88,77,80,98,78,89,93,86,80,87
98,82,79,98,95,91,88,84,94,87,84,96,83,84,76,93,82,76,91,80,87,92,98,84,84,84,78,90,90,76,78,82,76,90,96,94,92,87,83,81,91,89,97,88,92,93,91,75,91,97,82,80,93,81,98,92,94,96,75,77,97,95,89,78,86,86,79,90,90,81,85,98,87,97,80,79,85,84,88,88,84,95,81,76
94,85,81,96,97,85,94,91,95,79,87,88,81,76,88,86,82,91,84,80,81,82,82,98,93,87,88,85,87,89,77,78,97,83,86,86,76,91,87,95,75,87,98,88,94,98,97,80,97,78,83,77,86,93,76,81,92,81,81,98,87,91,95,83,96,86,90,75,90,80,90,82,85,75,90,86,95,94,91,77,98,95,81,92
80,91,84,96,90,82,78,86,86,97,83,85,90,97,81,79,93,87,77,88,88,94,80,93,90,78,90,97,76,89,95,85,78,85,83,76,75,91,86,91,75,98,94,92,81,97,81,91,95,91,96,96,75,91,75,90,83,79,85,98,86,90,92,83,80,77,97,82,81,79,84,90,84,80,88,97,77,84,86,90,76,98,94,92
84,88,82,89,90,75,84,78,93,96,87,97,96,77,84,91,94,89,82,95,87,94,78,82,86,85,89,77,80,83,89,86,88,88,90,95,94,93,83,91,88,90,93,82,95,79,88,91,79,87,95,91,75,79,80,97,91,94,90,80,78,92,98,98,85,90,90,83,78,98,96,79,77,90,91,76,82,76,94,94,81,82,98,81
83,76,97,82,94,88,78,79,96,89,88,75,96,84,94,94,75,93,89,79,88,79,94,95,93,85,93,78,89,82,83,80,89,77,82,86,89,92,92,82,88,81,80,97,86,92,76,98,79,88,88,85,84,91,75,97,84,93,92,92,83,79,82,85,84,81,87,75,96,86,89,80,86,75,77,92,86,77,97,87,90,90,83,78
83,98,96,98,77,89,87,75,92,84,84,90,89,95,90,82,80,81,89,88,79,92,80,83,86,92,75,84,92,88,86,87,95,98,98,77,89,78,75,76,98,84,89,79,92,80,91,94,80,78,96,95,80,92,84,83,86,86,97,92,94,96,95,95,82,88,90,88,94,93,88,80,86,80,77,85,83,76,90,81,87,75,96,90
86,88,75,88,83,87,90,98,75,79,88,92,88,85,75,95,92,94,97,92,84,75,76,84,91,93,87,86,97,97,80,87,77,87,84,83,75,95,96,94,78,87,78,81,92,81,97,96,89,86,85,79,92,88,79,89,88,87,96,94,76,82,96,93,98,98,89,83,98,94,97,91,77,86,90,95,90,82,80,96,88,90,95,97
78,93,87,84,81,98,91,76,80,98,75,87,76,75,88,93,95,96,85,86,91,81,75,85,82,85,78,83,88,75,78,88,82,88,97,90,81,88,97,85,76,83,76,80,85,92,83,92,95,96,76,89,86,95,93,98,80,83,77,86,90,86,83,82,80,91,88,84,81,89,98,79,76,78,92,80,78,78,83,91,93,92,92,78
83,81,75,88,94,77,94,90,83,96,92,84,97,88,98,79,87,92,78,80,82,82,89,80,84,86,76,98,97,77,75,85,91,86,79,76,88,90,98,87,94,86,91,78,97,83,96,84,80,87,79,91,93,85,78,77,80,76,89,87,76,87,81,80,97,94,95,78,82,77,91,89,82,93,92,92,96,80,92,93,97,98,76,89
85,86,81,88,83,97,78,92,93,86,83,88,85,82,86,76,89,89,89,82,96,84,97,95,76,79,97,76,84,80,94,77,87,80,92,78,86,82,85,96,91,95,84,90,94,94,82,76,88,80,75,97,96,88,84,96,81,81,77,83,98,82,94,96,93,78,79,77,91,97,85,90,85,84,92,97,93,78,81,98,98,85,86,87
82,95,76,79,83,76,78,75,88,86,79,75,78,90,90,79,82,89,82,82,81,76,90,83,91,78,79,93,97,92,88,75,79,75,90,77,91,80,98,97,79,90,98,92,78,75,95,85,85,85,94,86,75,76,76,95,95,85,87,94,86,89,77,96,86,96,88,86,77,94,85,91,84,97,77,80,86,91,96,77,86,97,82,91
77,79,96,78,78,79,92,82,96,97,90,91,91,75,76,92,88,85,92,93,97,76,92,76,92,83,96,81,76,96,78,84,85,96,81,78,96,78,79,75,98,88,75,90,98,88,76,76,76,91,90,80,92,81,95,90,98,94,81,93,98,90,98,77,84,83,77,81,90,97,86,93,83,94,89,88,86,91,75,85,93,75,78,85
80,88,86,84,86,97,96,86,88,91,77,91,93,85,76,86,90,93,89,84,86,90,91,98,98,83,87,92,79,86,77,95,79,76,89,81,86,80,75,85,90,88,78,77,83,89,77,96,98,79,97,94,76,85,77,78,84,83,78,82,78,95,83,79,90,78,84,88,76,90,75,91,86,79,96,84,87,75,97,88,98,97,92,88
87,83,82,87,84,83,93,97,86,75,80,90,80,89,84,89,80,81,94,90,86,85,81,92,79,95,75,88,87,90,82,89,81,79,77,87,85,75,81,93,93,85,77,84,80,95,80,90,96,84,95,75,78,77,93,90,77,88,84,83,75,95,96,92,76,93,93,78,80,89,89,88,78,79,90,88,86,84,77,91,88,86,88,77
82,91,79,92,76,90,95,87,85,98,81,83,85,83,76,79,87,94,81,95,82,86,78,89,94,76,91,95,80,78,83,78,94,90,88,82,90,89,90,92,84,87,94,97,87,95,97,90,94,90,86,81,92,83,96,96,78,93,83,89,86,93,77,79,88,90,87,88,88,83,78,90,96,86,91,81,89,83,78,77,80,75,95,93
97,92,83,77,90,84,80,78,77,92,95,76,90,78,75,97,96,96,81,98,92,81,97,87,76,85,98,98,90,75,77,81,81,81,90,80,82,89,98,76,93,87,98,82,83,95,91,78,90,76,80,82,84,93,96,89,88,93,77,78,83,96,95,76,92,83,89,86,93,75,85,76,88,82,78,79,93,86,77,94,94,75,96,76
93,83,82,91,96,89,95,97,89,91,75,96,86,80,80,79,75,84,85,86,83,89,83,76,87,98,80,91,86,91,91,98,92,95,88,85,98,92,86,97,76,95,75,83,97,91,97,76,77,84,84,89,77,83,93,77,96,78,88,79,98,86,93,81,79,95,77,85,93,98,92,77,82,97,96,93,82,80,92,92,94,89,76,85
81,85,83,95,89,98,98,80,96,83,81,80,83,85,92,78,98,87,98,88,80,84,80,76,88,80,75,78,78,82,95,80,84,82,82,77,89,79,90,83,96,91,96,98,86,82,85,84,88,88,84,88,95,77,94,91,75,84,83,94,98,77,78,85,98,76,81,90,94,76,91,87,89,92,98,83,82,85,76,76,83,85,80,89
97,80,82,92,76,76,78,97,81,96,98,98,75,89,76,83,90,92,83,98,89,82,81,78,98,83,84,75,85,75,91,89,85,76,86,95,97,87,76,76,85,91,76,96,87,90,75,75,91,95,88,83,78,96,82,76,95,96,75,91,92,83,89,91,85,90,97,89,94,90,83,93,95,77,82,84,80,95,86,79,87,78,87,79
92,88,97,78,95,83,92,88,77,93,78,77,89,81,78,93,96,92,91,97,78,77,94,85,82,84,77,94,96,95,82,76,92,89,77,86,80,86,78,97,82,96,96,88,91,79,77,79,78,90,86,80,83,82,76,75,92,86,76,77,75,79,90,92,95,79,78,93,88,87,80,96,90,75,94,78,92,80,97,98,92,80,92,87
93,89,93,92,85,98,83,78,77,94,75,76,83,82,90,86,76,79,88,79,80,85,81,98,98,97,92,92,86,94,91,97,85,91,75,78,90,79,95,85,75,83,79,90,89,90,96,88,96,98,86,75,91,77,86,97,82,89,76,80,87,79,82,96,97,92,98,78,95,97,79,84,75,88,93,83,83,76,95,75,86,86,97,89
96,96,89,96,82,86,89,78,84,76,79,83,90,94,80,84,92,90,83,76,95,86,95,93,92,77,93,92,76,82,76,87,75,98,85,88,96,78,96,78,80,85,86,77,91,78,97,76,93,94,92,90,85,95,88,78,78,93,84,85,79,94,76,89,91,93,76,79,96,88,88,77,96,97,95,86,78,90,84,87,78,98,80,82
82,92,84,93,81,86,91,92,89,95,77,79,77,90,95,79,86,77,86,86,94,92,77,84,97,90,81,93,91,86,86,80,78,88,85,86,82,86,81,82,93,75,90,84,81,83,84,87,78,86,86,79,94,96,91,90,77,90,77,91,86,97,85,96,80,90,87,81,85,85,95,85,83,81,87,94,77,85,93,75,86,95,80,87
89,87,85,90,80,77,86,77,84,75,91,88,94,81,89,76,80,78,77,86,75,85,98,96,86,96,80,76,93,85,88,76,80,80,87,79,88,77,87,85,85,76,91,79,89,94,97,83,87,79,98,89,79,82,85,89,87,95,80,84,84,89,89,89,88,79,91,86,83,85,81,94,80,83,81,88,86,75,95,75,82,84,78,83
93,75,89,86,95,93,87,79,88,93,97,95,77,95,77,85,87,89,89,90,87,97,89,94,76,76,79,91,89,95,96,87,93,79,84,96,95,92,95,88,82,81,78,92,80,93,77,91,94,84,87,81,88,96,97,95,91,82,87,78,81,92,80,97,81,88,97,87,82,79,93,79,86,90,98,77,80,85,96,81,76,80,91,86
83,75,91,79,85,86,90,94,75,91,91,94,90,93,77,89,75,94,84,75,95,98,85,80,87,80,79,91,97,98,83,86,76,80,76,85,81,87,92,83,98,95,81,92,78,81,87,80,87,92,88,87,94,85,82,81,81,86,81,84,87,90,97,87,85,90,79,81,93,83,78,89,80,85,91,96,80,90,95,92,86,91,91,87
90,90,90,82,98,78,93,92,91,83,90,92,86,79,90,81,76,83,87,95,75,81,77,92,76,95,95,93,79,83,97,82,89,81,94,81,92,98,96,91,83,76,78,97,85,82,75,84,88,92,91,81,94,84,92,94,75,81,80,76,89,81,86,79,82,86,83,88,92,75,86,92,86,93,95,85,95,88,94,91,90,75,97,85
87,77,87,92,94,75,78,87,83,83,79,87,83,93,90,76,80,85,76,98,84,79,76,94,86,82,83,84,87,76,83,96,95,88,91,77,95,94,91,90,92,85,90,98,82,85,83,93,87,82,89,84,91,85,89,88,95,82,81,89,76,97,80,88,96,83,90,89,91,92,85,96,80,80,77,84,91,81,95,86,88,91,83,96
83,80,85,76,97,84,94,86,75,84,83,79,81,98,98,83,91,77,85,85,84,95,96,96,80,80,78,93,78,84,85,87,95,97,97,96,93,86,79,87,82,89,83,94,79,88,83,75,92,83,83,88,82,96,88,93,92,81,87,85,97,84,86,95,78,89,80,93,91,81,75,85,79,94,88,84,76,78,84,93,96,91,92,84
76,96,80,90,91,98,84,89,88,95,82,77,78,83,87,93,93,96,87,85,95,92,87,90,75,90,75,90,87,88,76,75,97,85,76,87,78,84,84,92,77,85,81,82,80,98,82,85,91,87,85,89,94,80,97,90,84,89,78,92,94,97,89,79,82,97,79,93,98,87,88,75,96,98,98,84,80,75,79,75,76,86,98,82
77,83,90,84,86,93,78,94,76,75,77,92,84,80,79,91,89,81,96,95,96,95,93,86,84,76,95,93,86,75,90,82,82,78,95,92,81,93,76,81,82,93,75,77,77,89,76,83,83,76,81,86,96,86,97,84,84,98,94,77,76,75,84,95,89,82,75,97,93,97,96,92,77,94,87,81,93,78,77,82,88,89,91,87
96,98,97,85,82,85,82,87,93,75,88,76,87,84,75,83,91,85,75,91,87,98,81,79,90,93,87,75,77,77,84,89,87,90,77,82,93,95,78,76,89,81,97,92,78,80,96,89,91,92,88,97,80,83,77,96,79,77,85,82,83,94,83,77,77,90,76,78,98,84,78,85,81,90,83,86,89,90,84,97,92,95,87,89
87,91,97,90,93,86,84,77,98,94,83,80,91,93,98,95,76,89,91,89,98,95,98,91,90,97,91,85,78,85,81,93,78,92,78,95,81,92,84,84,83,86,91,83,86,89,84,80,89,94,97,78,83,96,78,95,89,91,98,88,81,98,76,91,92,85,84,80,76,88,82,78,79,94,82,79,80,78,97,93,96,83,83,95
97,89,81,81,78,75,88,96,76,98,76,92,88,91,86,91,83,88,94,94,78,77,96,88,78,80,92,78,86,98,94,97,85,79,85,96,79,75,94,87,91,90,75,88,79,81,81,98,87,86,91,93,79,80,82,87,89,98,88,88,90,95,89,86,87,96,87,94,96,93,89,83,92,86,90,89,83,78,83,81,80,87,91,75
85,80,90,79,92,87,77,92,93,87,78,87,86,89,88,95,80,79,75,76,92,93,90,81,77,87,97,95,76,98,90,82,83,94,89,95,88,85,90,96,81,98,92,82,86,78,91,85,76,81,81,84,77,76,84,92,92,84,86,84,84,75,81,91,82,82,95,75,76,84,78,98,84,84,75,75,78,89,86,93,85,92,89,92
78,81,95,80,92,76,97,89,94,96,93,79,97,88,98,83,77,94,85,78,79,93,88,76,80,93,76,90,91,89,97,82,91,90,85,76,91,86,91,82,86,82,78,90,92,84,91,90,87,90,79,78,97,96,76,90,92,97,93,89,80,93,81,95,88,78,76,78,85,98,77,93,83,92,93,76,78,94,92,93,97,80,87,75
98,81,82,76,97,83,83,85,87,76,76,79,76,89,92,90,78,76,91,82,96,96,89,84,88,86,76,88,80,81,88,92,98,81,83,91,96,85,78,84,95,78,95,80,77,88,91,95,76,96,79,97,91,90,98,93,77,78,80,95,98,96,81,83,88,79,93,91,75,77,93,83,98,80,78,83,76,82,88,77,87,93,91,85
98,94,80,86,87,77,77,80,96,81,87,96,95,85,88,81,84,89,98,88,77,88,77,79,81,98,88,97,77,79,86,89,92,89,90,78,84,80,85,79,81,94,83,98,82,98,85,82,80,86,92,84,91,84,96,83,89,85,91,82,83,78,84,79,78,96,82,97,98,87,77,88,83,85,77,98,93,86,90,95,87,88,88,98
96,81,76,90,79,93,89,87,82,81,92,80,88,76,85,89,77,92,97,89,88,87,81,79,87,86,77,80,91,79,81,86,82,84,90,83,93,97,92,84,87,88,84,78,92,81,86,87,91,83,81,79,95,82,93,84,86,90,98,79,95,85,82,82,97,91,81,82,88,89,90,88,89,85,92,93,77,76,78,98,81,94,81,85
82,77,77,92,93,86,76,87,97,93,79,80,87,96,95,81,84,81,81,94,83,89,94,78,91,84,95,75,81,76,93,84,94,89,87,85,81,88,87,97,97,85,98,90,98,96,90,95,88,94,76,98,94,90,92,85,90,80,77,93,98,90,86,96,89,77,86,81,86,96,80,86,96,75,84,98,76,82,79,84,98,90,94,97
97,77,98,82,96,77,96,80,76,83,82,84,94,90,92,88,82,85,94,82,87,90,83,90,79,93,84,89,78,75,79,78,95,75,83,86,75,95,92,81,89,91,82,77,85,95,84,94,93,92,79,77,78,88,94,77,94,85,98,92,98,77,78,97,81,76,88,95,81,78,91,82,90,87,92,98,85,97,98,87,81,82,96,82
88,83,90,85,81,88,91,81,84,95,83,97,89,78,84,78,85,88,94,96,98,96,90,76,75,92,90,85,95,80,77,85,98,90,90,79,83,87,90,96,77,84,79,75,91,79,86,92,85,96,98,98,80,76,89,80,79,81,85,77,92,82,85,97,89,80,87,85,85,96,81,87,86,79,86,97,86,80,78,75,94,89,88,87
