Inconsistencies Report
Generated: 2026-07-08 21:58:41

Dependent Inconsistencies:
  None found.

Independent Inconsistencies:
  ESU10102 | ESU10103 | Corr=0.00 | Count=802 | 26.7%
  SSU10108 | GNT10106 | Corr=-0.01 | Count=775 | 25.8%
  SSU10108 | CGS10102 | Corr=-0.03 | Count=793 | 26.4%
  SSU10108 | CGS10103 | Corr=0.01 | Count=801 | 26.7%
  SSU10108 | CGS10105 | Corr=0.01 | Count=807 | 26.9%
  SSU10108 | CGS10106 | Corr=0.02 | Count=817 | 27.2%
  SSU10108 | CGS10108 | Corr=-0.01 | Count=829 | 27.6%
  SSU10108 | CGS10109 | Corr=0.01 | Count=834 | 27.8%
  SSU10108 | GRC10102 | Corr=0.01 | Count=841 | 28.0%
  SSU10108 | GRC10103 | Corr=0.03 | Count=802 | 26.7%
  SSU10108 | GRC10104 | Corr=0.00 | Count=852 | 28.4%
  SSU10108 | GRC10106 | Corr=0.02 | Count=852 | 28.4%
  SSU10108 | GRC10107 | Corr=-0.03 | Count=808 | 26.9%
  SSU10108 | GRC10109 | Corr=-0.02 | Count=786 | 26.2%
  SSU10108 | GRC10110 | Corr=0.00 | Count=835 | 27.8%
  SSU10108 | ERM10102 | Corr=0.00 | Count=838 | 27.9%
  SSU10108 | ERM10103 | Corr=-0.02 | Count=792 | 26.4%
  SSU10108 | ERM10105 | Corr=-0.03 | Count=779 | 26.0%
  SSU10108 | ERM10106 | Corr=0.01 | Count=818 | 27.3%
  SSU10108 | ERM10108 | Corr=0.00 | Count=815 | 27.2%
  SSU10108 | ERM10109 | Corr=0.00 | Count=768 | 25.6%
  SSU10108 | AUD10102 | Corr=-0.03 | Count=801 | 26.7%
  SSU10108 | AUD10103 | Corr=-0.01 | Count=850 | 28.3%
  SSU10108 | AUD10105 | Corr=0.02 | Count=833 | 27.8%
  SSU10108 | AUD10106 | Corr=-0.00 | Count=801 | 26.7%
  SSU10108 | AUD10108 | Corr=-0.03 | Count=779 | 26.0%
  SSU10108 | AUD10109 | Corr=-0.00 | Count=770 | 25.7%
  SSU10108 | POL10102 | Corr=0.02 | Count=801 | 26.7%
  SSU10108 | POL10103 | Corr=-0.01 | Count=807 | 26.9%
  SSU10108 | POL10105 | Corr=0.01 | Count=806 | 26.9%
  SSU10108 | POL10106 | Corr=0.01 | Count=812 | 27.1%
  SSU10108 | POL10108 | Corr=0.01 | Count=834 | 27.8%
  SSU10108 | POL10109 | Corr=-0.01 | Count=818 | 27.3%
  SSU10108 | REG10102 | Corr=-0.00 | Count=786 | 26.2%
  SSU10108 | REG10103 | Corr=-0.01 | Count=801 | 26.7%
  SSU10108 | REG10105 | Corr=0.00 | Count=825 | 27.5%
  SSU10108 | REG10106 | Corr=-0.02 | Count=777 | 25.9%
  SSU10108 | REG10108 | Corr=-0.00 | Count=806 | 26.9%
  SSU10108 | REG10109 | Corr=0.02 | Count=847 | 28.2%
  SSU10108 | ETI10102 | Corr=0.02 | Count=814 | 27.1%
  SSU10108 | ETI10103 | Corr=0.01 | Count=845 | 28.2%
  SSU10108 | ETI10105 | Corr=0.03 | Count=830 | 27.7%
  SSU10108 | ETI10106 | Corr=0.01 | Count=822 | 27.4%
  SSU10108 | ETI10108 | Corr=-0.00 | Count=824 | 27.5%
  SSU10108 | ETI10109 | Corr=-0.04 | Count=791 | 26.4%
  SSU10108 | CGV10102 | Corr=-0.02 | Count=849 | 28.3%
  SSU10108 | CGV10103 | Corr=-0.01 | Count=810 | 27.0%
  SSU10108 | CGV10105 | Corr=-0.03 | Count=803 | 26.8%
  SSU10108 | CGV10106 | Corr=-0.00 | Count=805 | 26.8%
  SSU10108 | CGV10108 | Corr=-0.01 | Count=789 | 26.3%
  SSU10108 | CGV10109 | Corr=0.03 | Count=825 | 27.5%
  SSU10108 | IGV10102 | Corr=-0.02 | Count=792 | 26.4%
  SSU10108 | IGV10103 | Corr=0.01 | Count=818 | 27.3%
  SSU10108 | IGV10105 | Corr=-0.01 | Count=807 | 26.9%
  SSU10108 | IGV10106 | Corr=0.03 | Count=854 | 28.5%
  SSU10108 | IGV10108 | Corr=0.03 | Count=849 | 28.3%
  SSU10108 | IGV10109 | Corr=0.01 | Count=796 | 26.5%
  SSU10108 | CPI10102 | Corr=0.01 | Count=810 | 27.0%
  SSU10108 | CPI10103 | Corr=-0.01 | Count=841 | 28.0%
  SSU10108 | CPI10105 | Corr=0.01 | Count=850 | 28.3%
  SSU10108 | CPI10106 | Corr=0.01 | Count=819 | 27.3%
  SSU10108 | CPI10108 | Corr=0.00 | Count=836 | 27.9%
  SSU10108 | CPI10109 | Corr=0.00 | Count=804 | 26.8%
  SSU10109 | CSU10102 | Corr=0.00 | Count=805 | 26.8%
  SSU10109 | CSU10103 | Corr=0.01 | Count=818 | 27.3%
  SSU10109 | CSU10105 | Corr=0.00 | Count=820 | 27.3%
  SSU10109 | CSU10106 | Corr=0.01 | Count=800 | 26.7%
  SSU10109 | CSU10108 | Corr=-0.00 | Count=780 | 26.0%
  SSU10109 | CSU10109 | Corr=0.00 | Count=801 | 26.7%
  SSU10109 | GNT10102 | Corr=-0.01 | Count=796 | 26.5%
  SSU10109 | GNT10103 | Corr=-0.03 | Count=788 | 26.3%
  SSU10109 | GNT10105 | Corr=0.03 | Count=837 | 27.9%
  SSU10109 | GNT10106 | Corr=0.00 | Count=800 | 26.7%
  SSU10109 | CGS10102 | Corr=-0.03 | Count=814 | 27.1%
  SSU10109 | CGS10103 | Corr=0.02 | Count=827 | 27.6%
  SSU10109 | CGS10105 | Corr=0.00 | Count=822 | 27.4%
  SSU10109 | CGS10106 | Corr=0.03 | Count=840 | 28.0%
  SSU10109 | CGS10108 | Corr=-0.01 | Count=825 | 27.5%
  SSU10109 | CGS10109 | Corr=0.01 | Count=810 | 27.0%
  SSU10109 | GRC10102 | Corr=0.02 | Count=817 | 27.2%
  SSU10109 | GRC10103 | Corr=-0.02 | Count=799 | 26.6%
  SSU10109 | GRC10104 | Corr=-0.01 | Count=789 | 26.3%
  SSU10109 | GRC10106 | Corr=0.01 | Count=849 | 28.3%
  SSU10109 | GRC10107 | Corr=-0.01 | Count=807 | 26.9%
  SSU10109 | GRC10109 | Corr=0.01 | Count=824 | 27.5%
  SSU10109 | GRC10110 | Corr=0.00 | Count=771 | 25.7%
  SSU10109 | ERM10102 | Corr=0.00 | Count=757 | 25.2%
  SSU10109 | ERM10103 | Corr=0.02 | Count=865 | 28.8%
  SSU10109 | ERM10105 | Corr=0.03 | Count=847 | 28.2%
  SSU10109 | ERM10106 | Corr=-0.01 | Count=802 | 26.7%
  SSU10109 | ERM10108 | Corr=0.01 | Count=779 | 26.0%
  SSU10109 | ERM10109 | Corr=-0.00 | Count=793 | 26.4%
  SSU10109 | AUD10102 | Corr=-0.00 | Count=814 | 27.1%
  SSU10109 | AUD10103 | Corr=0.02 | Count=819 | 27.3%
  SSU10109 | AUD10105 | Corr=0.00 | Count=792 | 26.4%
  SSU10109 | AUD10106 | Corr=-0.01 | Count=795 | 26.5%
  SSU10109 | AUD10108 | Corr=-0.02 | Count=766 | 25.5%
  SSU10109 | AUD10109 | Corr=0.01 | Count=814 | 27.1%
  SSU10109 | POL10102 | Corr=-0.01 | Count=826 | 27.5%
  SSU10109 | POL10103 | Corr=-0.01 | Count=784 | 26.1%
  SSU10109 | POL10105 | Corr=0.00 | Count=795 | 26.5%
  SSU10109 | POL10106 | Corr=-0.02 | Count=815 | 27.2%
  SSU10109 | POL10108 | Corr=-0.02 | Count=777 | 25.9%
  SSU10109 | POL10109 | Corr=0.00 | Count=824 | 27.5%
  SSU10109 | REG10102 | Corr=-0.01 | Count=825 | 27.5%
  SSU10109 | REG10103 | Corr=-0.03 | Count=791 | 26.4%
  SSU10109 | REG10105 | Corr=0.02 | Count=793 | 26.4%
  SSU10109 | REG10106 | Corr=-0.01 | Count=831 | 27.7%
  SSU10109 | REG10108 | Corr=-0.03 | Count=756 | 25.2%
  SSU10109 | REG10109 | Corr=0.01 | Count=813 | 27.1%
  SSU10109 | ETI10102 | Corr=-0.01 | Count=795 | 26.5%
  SSU10109 | ETI10103 | Corr=0.00 | Count=853 | 28.4%
  SSU10109 | ETI10105 | Corr=0.01 | Count=826 | 27.5%
  SSU10109 | ETI10106 | Corr=0.02 | Count=811 | 27.0%
  SSU10109 | ETI10108 | Corr=0.00 | Count=826 | 27.5%
  SSU10109 | ETI10109 | Corr=0.01 | Count=802 | 26.7%
  SSU10109 | CGV10102 | Corr=-0.01 | Count=856 | 28.5%
  SSU10109 | CGV10103 | Corr=0.01 | Count=833 | 27.8%
  SSU10109 | CGV10105 | Corr=0.00 | Count=835 | 27.8%
  SSU10109 | CGV10106 | Corr=-0.01 | Count=767 | 25.6%
  SSU10109 | CGV10108 | Corr=0.00 | Count=775 | 25.8%
  SSU10109 | CGV10109 | Corr=-0.01 | Count=810 | 27.0%
  SSU10109 | IGV10102 | Corr=0.03 | Count=827 | 27.6%
  SSU10109 | IGV10103 | Corr=-0.02 | Count=790 | 26.3%
  SSU10109 | IGV10105 | Corr=-0.03 | Count=787 | 26.2%
  SSU10109 | IGV10106 | Corr=0.05 | Count=836 | 27.9%
  SSU10109 | IGV10108 | Corr=0.03 | Count=781 | 26.0%
  SSU10109 | IGV10109 | Corr=-0.01 | Count=811 | 27.0%
  SSU10109 | CPI10102 | Corr=0.02 | Count=838 | 27.9%
  SSU10109 | CPI10103 | Corr=0.00 | Count=780 | 26.0%
  SSU10109 | CPI10105 | Corr=-0.02 | Count=821 | 27.4%
  SSU10109 | CPI10106 | Corr=0.02 | Count=816 | 27.2%
  SSU10109 | CPI10108 | Corr=-0.03 | Count=776 | 25.9%
  SSU10109 | CPI10109 | Corr=0.03 | Count=858 | 28.6%
  CSU10102 | CSU10103 | Corr=-0.00 | Count=788 | 26.3%
  CSU10102 | CSU10105 | Corr=0.00 | Count=830 | 27.7%
  CSU10102 | CSU10106 | Corr=-0.01 | Count=820 | 27.3%
  CSU10102 | CSU10108 | Corr=0.00 | Count=810 | 27.0%
  CSU10102 | CSU10109 | Corr=-0.02 | Count=798 | 26.6%
  CSU10102 | GNT10102 | Corr=0.00 | Count=815 | 27.2%
  CSU10102 | GNT10103 | Corr=0.02 | Count=857 | 28.6%
  CSU10102 | GNT10105 | Corr=-0.00 | Count=851 | 28.4%
  CSU10102 | GNT10106 | Corr=0.00 | Count=843 | 28.1%
  CSU10102 | CGS10102 | Corr=0.04 | Count=819 | 27.3%
  CSU10102 | CGS10103 | Corr=-0.02 | Count=810 | 27.0%
  CSU10102 | CGS10105 | Corr=0.03 | Count=819 | 27.3%
  CSU10102 | CGS10106 | Corr=0.01 | Count=802 | 26.7%
  CSU10102 | CGS10108 | Corr=0.02 | Count=835 | 27.8%
  CSU10102 | CGS10109 | Corr=0.02 | Count=838 | 27.9%
  CSU10102 | GRC10102 | Corr=0.00 | Count=854 | 28.5%
  CSU10102 | GRC10103 | Corr=-0.01 | Count=801 | 26.7%
  CSU10102 | GRC10104 | Corr=0.03 | Count=846 | 28.2%
  CSU10102 | GRC10106 | Corr=-0.01 | Count=801 | 26.7%
  CSU10102 | GRC10107 | Corr=0.02 | Count=829 | 27.6%
  CSU10102 | GRC10109 | Corr=-0.02 | Count=781 | 26.0%
  CSU10102 | GRC10110 | Corr=0.01 | Count=802 | 26.7%
  CSU10102 | ERM10102 | Corr=0.02 | Count=825 | 27.5%
  CSU10102 | ERM10103 | Corr=-0.02 | Count=798 | 26.6%
  CSU10102 | ERM10105 | Corr=-0.01 | Count=796 | 26.5%
  CSU10102 | ERM10106 | Corr=-0.00 | Count=822 | 27.4%
  CSU10102 | ERM10108 | Corr=0.01 | Count=783 | 26.1%
  CSU10102 | ERM10109 | Corr=-0.03 | Count=791 | 26.4%
  CSU10102 | AUD10102 | Corr=0.00 | Count=817 | 27.2%
  CSU10102 | AUD10103 | Corr=0.02 | Count=837 | 27.9%
  CSU10102 | AUD10105 | Corr=0.03 | Count=844 | 28.1%
  CSU10102 | AUD10106 | Corr=-0.00 | Count=802 | 26.7%
  CSU10102 | AUD10108 | Corr=-0.01 | Count=795 | 26.5%
  CSU10102 | AUD10109 | Corr=-0.06 | Count=770 | 25.7%
  CSU10102 | POL10102 | Corr=-0.00 | Count=771 | 25.7%
  CSU10102 | POL10103 | Corr=-0.03 | Count=799 | 26.6%
  CSU10102 | POL10105 | Corr=0.04 | Count=835 | 27.8%
  CSU10102 | POL10106 | Corr=0.00 | Count=778 | 25.9%
  CSU10102 | POL10108 | Corr=0.01 | Count=807 | 26.9%
  CSU10102 | POL10109 | Corr=0.04 | Count=828 | 27.6%
  CSU10102 | REG10102 | Corr=0.03 | Count=835 | 27.8%
  CSU10102 | REG10103 | Corr=-0.00 | Count=823 | 27.4%
  CSU10102 | REG10105 | Corr=0.01 | Count=822 | 27.4%
  CSU10102 | REG10106 | Corr=-0.01 | Count=824 | 27.5%
  CSU10102 | REG10108 | Corr=0.02 | Count=812 | 27.1%
  CSU10102 | REG10109 | Corr=0.03 | Count=832 | 27.7%
  CSU10102 | ETI10102 | Corr=0.02 | Count=792 | 26.4%
  CSU10102 | ETI10103 | Corr=-0.02 | Count=791 | 26.4%
  CSU10102 | ETI10105 | Corr=0.00 | Count=802 | 26.7%
  CSU10102 | ETI10106 | Corr=0.01 | Count=818 | 27.3%
  CSU10102 | ETI10108 | Corr=-0.00 | Count=820 | 27.3%
  CSU10102 | ETI10109 | Corr=-0.02 | Count=824 | 27.5%
  CSU10102 | CGV10102 | Corr=0.00 | Count=840 | 28.0%
  CSU10102 | CGV10103 | Corr=-0.03 | Count=826 | 27.5%
  CSU10102 | CGV10105 | Corr=0.02 | Count=806 | 26.9%
  CSU10102 | CGV10106 | Corr=-0.03 | Count=690 | 23.0%
  CSU10102 | CGV10108 | Corr=-0.01 | Count=768 | 25.6%
  CSU10102 | CGV10109 | Corr=-0.03 | Count=787 | 26.2%
  CSU10102 | IGV10102 | Corr=-0.00 | Count=816 | 27.2%
  CSU10102 | IGV10103 | Corr=0.00 | Count=776 | 25.9%
  CSU10102 | IGV10105 | Corr=-0.03 | Count=808 | 26.9%
  CSU10102 | IGV10106 | Corr=0.01 | Count=844 | 28.1%
  CSU10102 | IGV10108 | Corr=-0.02 | Count=820 | 27.3%
  CSU10102 | IGV10109 | Corr=0.01 | Count=817 | 27.2%
  CSU10102 | CPI10102 | Corr=-0.01 | Count=830 | 27.7%
  CSU10102 | CPI10103 | Corr=0.02 | Count=837 | 27.9%
  CSU10102 | CPI10105 | Corr=0.01 | Count=840 | 28.0%
  CSU10102 | CPI10106 | Corr=0.02 | Count=830 | 27.7%
  CSU10102 | CPI10108 | Corr=-0.00 | Count=812 | 27.1%
  CSU10102 | CPI10109 | Corr=0.01 | Count=818 | 27.3%
  CSU10103 | CSU10105 | Corr=-0.02 | Count=754 | 25.1%
  CSU10103 | CSU10106 | Corr=-0.04 | Count=734 | 24.5%
  CSU10103 | CSU10108 | Corr=0.01 | Count=829 | 27.6%
  CSU10103 | CSU10109 | Corr=0.02 | Count=818 | 27.3%
  CSU10103 | GNT10102 | Corr=-0.03 | Count=781 | 26.0%
  CSU10103 | GNT10103 | Corr=0.02 | Count=824 | 27.5%
  CSU10103 | GNT10105 | Corr=-0.01 | Count=795 | 26.5%
  CSU10103 | GNT10106 | Corr=0.01 | Count=863 | 28.8%
  CSU10103 | CGS10102 | Corr=0.00 | Count=820 | 27.3%
  CSU10103 | CGS10103 | Corr=0.04 | Count=843 | 28.1%
  CSU10103 | CGS10105 | Corr=-0.02 | Count=780 | 26.0%
  CSU10103 | CGS10106 | Corr=0.01 | Count=790 | 26.3%
  CSU10103 | CGS10108 | Corr=-0.01 | Count=787 | 26.2%
  CSU10103 | CGS10109 | Corr=0.02 | Count=813 | 27.1%
  CSU10103 | GRC10102 | Corr=-0.03 | Count=803 | 26.8%
  CSU10103 | GRC10103 | Corr=-0.01 | Count=796 | 26.5%
  CSU10103 | GRC10104 | Corr=0.00 | Count=821 | 27.4%
  CSU10103 | GRC10106 | Corr=0.02 | Count=817 | 27.2%
  CSU10103 | GRC10107 | Corr=-0.00 | Count=809 | 27.0%
  CSU10103 | GRC10109 | Corr=-0.01 | Count=811 | 27.0%
  CSU10103 | GRC10110 | Corr=-0.02 | Count=832 | 27.7%
  CSU10103 | ERM10102 | Corr=-0.01 | Count=760 | 25.3%
  CSU10103 | ERM10103 | Corr=0.01 | Count=786 | 26.2%
  CSU10103 | ERM10105 | Corr=0.02 | Count=824 | 27.5%
  CSU10103 | ERM10106 | Corr=0.00 | Count=800 | 26.7%
  CSU10103 | ERM10108 | Corr=0.03 | Count=830 | 27.7%
  CSU10103 | ERM10109 | Corr=-0.03 | Count=779 | 26.0%
  CSU10103 | AUD10102 | Corr=0.01 | Count=815 | 27.2%
  CSU10103 | AUD10103 | Corr=0.01 | Count=830 | 27.7%
  CSU10103 | AUD10105 | Corr=-0.02 | Count=769 | 25.6%
  CSU10103 | AUD10106 | Corr=-0.03 | Count=777 | 25.9%
  CSU10103 | AUD10108 | Corr=-0.00 | Count=832 | 27.7%
  CSU10103 | AUD10109 | Corr=-0.04 | Count=774 | 25.8%
  CSU10103 | POL10102 | Corr=-0.02 | Count=772 | 25.7%
  CSU10103 | POL10103 | Corr=-0.00 | Count=822 | 27.4%
  CSU10103 | POL10105 | Corr=0.01 | Count=822 | 27.4%
  CSU10103 | POL10106 | Corr=-0.01 | Count=790 | 26.3%
  CSU10103 | POL10108 | Corr=-0.02 | Count=768 | 25.6%
  CSU10103 | POL10109 | Corr=0.03 | Count=848 | 28.3%
  CSU10103 | REG10102 | Corr=-0.00 | Count=824 | 27.5%
  CSU10103 | REG10103 | Corr=0.01 | Count=797 | 26.6%
  CSU10103 | REG10105 | Corr=0.00 | Count=786 | 26.2%
  CSU10103 | REG10106 | Corr=0.01 | Count=831 | 27.7%
  CSU10103 | REG10108 | Corr=0.01 | Count=858 | 28.6%
  CSU10103 | REG10109 | Corr=-0.00 | Count=846 | 28.2%
  CSU10103 | ETI10102 | Corr=0.02 | Count=812 | 27.1%
  CSU10103 | ETI10103 | Corr=0.00 | Count=808 | 26.9%
  CSU10103 | ETI10105 | Corr=-0.02 | Count=767 | 25.6%
  CSU10103 | ETI10106 | Corr=0.00 | Count=838 | 27.9%
  CSU10103 | ETI10108 | Corr=0.02 | Count=807 | 26.9%
  CSU10103 | ETI10109 | Corr=-0.02 | Count=772 | 25.7%
  CSU10103 | CGV10102 | Corr=-0.01 | Count=846 | 28.2%
  CSU10103 | CGV10103 | Corr=-0.01 | Count=812 | 27.1%
  CSU10103 | CGV10105 | Corr=0.01 | Count=834 | 27.8%
  CSU10103 | CGV10106 | Corr=-0.01 | Count=809 | 27.0%
  CSU10103 | CGV10108 | Corr=-0.03 | Count=790 | 26.3%
  CSU10103 | CGV10109 | Corr=0.04 | Count=808 | 26.9%
  CSU10103 | IGV10102 | Corr=0.02 | Count=812 | 27.1%
  CSU10103 | IGV10103 | Corr=0.00 | Count=821 | 27.4%
  CSU10103 | IGV10105 | Corr=0.02 | Count=798 | 26.6%
  CSU10103 | IGV10106 | Corr=0.00 | Count=772 | 25.7%
  CSU10103 | IGV10108 | Corr=-0.01 | Count=817 | 27.2%
  CSU10103 | IGV10109 | Corr=0.01 | Count=821 | 27.4%
  CSU10103 | CPI10102 | Corr=0.04 | Count=768 | 25.6%
  CSU10103 | CPI10103 | Corr=0.04 | Count=827 | 27.6%
  CSU10103 | CPI10105 | Corr=-0.00 | Count=821 | 27.4%
  CSU10103 | CPI10106 | Corr=0.00 | Count=801 | 26.7%
  CSU10103 | CPI10108 | Corr=-0.03 | Count=781 | 26.0%
  CSU10103 | CPI10109 | Corr=-0.02 | Count=810 | 27.0%
  CSU10105 | CSU10106 | Corr=0.00 | Count=798 | 26.6%
  CSU10105 | CSU10108 | Corr=-0.00 | Count=826 | 27.5%
  CSU10105 | CSU10109 | Corr=0.02 | Count=829 | 27.6%
  CSU10105 | GNT10102 | Corr=-0.00 | Count=826 | 27.5%
  CSU10105 | GNT10103 | Corr=0.02 | Count=817 | 27.2%
  CSU10105 | GNT10105 | Corr=-0.02 | Count=814 | 27.1%
  CSU10105 | GNT10106 | Corr=-0.03 | Count=808 | 26.9%
  CSU10105 | CGS10102 | Corr=0.03 | Count=824 | 27.5%
  CSU10105 | CGS10103 | Corr=-0.01 | Count=816 | 27.2%
  CSU10105 | CGS10105 | Corr=0.02 | Count=819 | 27.3%
  CSU10105 | CGS10106 | Corr=-0.00 | Count=819 | 27.3%
  CSU10105 | CGS10108 | Corr=0.01 | Count=814 | 27.1%
  CSU10105 | CGS10109 | Corr=0.00 | Count=830 | 27.7%
  CSU10105 | GRC10102 | Corr=0.01 | Count=815 | 27.2%
  CSU10105 | GRC10103 | Corr=-0.02 | Count=790 | 26.3%
  CSU10105 | GRC10104 | Corr=-0.03 | Count=803 | 26.8%
  CSU10105 | GRC10106 | Corr=-0.00 | Count=810 | 27.0%
  CSU10105 | GRC10107 | Corr=0.02 | Count=855 | 28.5%
  CSU10105 | GRC10109 | Corr=0.02 | Count=845 | 28.2%
  CSU10105 | GRC10110 | Corr=0.00 | Count=808 | 26.9%
  CSU10105 | ERM10102 | Corr=-0.02 | Count=817 | 27.2%
  CSU10105 | ERM10103 | Corr=0.02 | Count=824 | 27.5%
  CSU10105 | ERM10105 | Corr=0.01 | Count=865 | 28.8%
  CSU10105 | ERM10106 | Corr=0.01 | Count=803 | 26.8%
  CSU10105 | ERM10108 | Corr=-0.02 | Count=805 | 26.8%
  CSU10105 | ERM10109 | Corr=0.02 | Count=844 | 28.1%
  CSU10105 | AUD10102 | Corr=-0.01 | Count=791 | 26.4%
  CSU10105 | AUD10103 | Corr=0.02 | Count=818 | 27.3%
  CSU10105 | AUD10105 | Corr=-0.04 | Count=780 | 26.0%
  CSU10105 | AUD10106 | Corr=-0.02 | Count=775 | 25.8%
  CSU10105 | AUD10108 | Corr=0.01 | Count=833 | 27.8%
  CSU10105 | AUD10109 | Corr=0.01 | Count=839 | 28.0%
  CSU10105 | POL10102 | Corr=-0.01 | Count=803 | 26.8%
  CSU10105 | POL10103 | Corr=-0.00 | Count=816 | 27.2%
  CSU10105 | POL10105 | Corr=-0.00 | Count=820 | 27.3%
  CSU10105 | POL10106 | Corr=-0.02 | Count=810 | 27.0%
  CSU10105 | POL10108 | Corr=0.00 | Count=803 | 26.8%
  CSU10105 | POL10109 | Corr=0.03 | Count=831 | 27.7%
  CSU10105 | REG10102 | Corr=0.00 | Count=844 | 28.1%
  CSU10105 | REG10103 | Corr=-0.00 | Count=820 | 27.3%
  CSU10105 | REG10105 | Corr=-0.02 | Count=821 | 27.4%
  CSU10105 | REG10106 | Corr=-0.00 | Count=816 | 27.2%
  CSU10105 | REG10108 | Corr=-0.01 | Count=791 | 26.4%
  CSU10105 | REG10109 | Corr=-0.00 | Count=805 | 26.8%
  CSU10105 | ETI10102 | Corr=-0.02 | Count=855 | 28.5%
  CSU10105 | ETI10103 | Corr=-0.00 | Count=817 | 27.2%
  CSU10105 | ETI10105 | Corr=-0.01 | Count=814 | 27.1%
  CSU10105 | ETI10106 | Corr=-0.01 | Count=794 | 26.5%
  CSU10105 | ETI10108 | Corr=0.03 | Count=859 | 28.6%
  CSU10105 | ETI10109 | Corr=-0.02 | Count=787 | 26.2%
  CSU10105 | CGV10102 | Corr=0.02 | Count=873 | 29.1%
  CSU10105 | CGV10103 | Corr=0.01 | Count=803 | 26.8%
  CSU10105 | CGV10105 | Corr=-0.01 | Count=806 | 26.9%
  CSU10105 | CGV10106 | Corr=0.01 | Count=807 | 26.9%
  CSU10105 | CGV10108 | Corr=0.04 | Count=811 | 27.0%
  CSU10105 | CGV10109 | Corr=0.01 | Count=837 | 27.9%
  CSU10105 | IGV10102 | Corr=-0.01 | Count=771 | 25.7%
  CSU10105 | IGV10103 | Corr=-0.01 | Count=825 | 27.5%
  CSU10105 | IGV10105 | Corr=-0.03 | Count=781 | 26.0%
  CSU10105 | IGV10106 | Corr=0.00 | Count=822 | 27.4%
  CSU10105 | IGV10108 | Corr=0.02 | Count=826 | 27.5%
  CSU10105 | IGV10109 | Corr=-0.03 | Count=807 | 26.9%
  CSU10105 | CPI10102 | Corr=-0.01 | Count=827 | 27.6%
  CSU10105 | CPI10103 | Corr=-0.00 | Count=823 | 27.4%
  CSU10105 | CPI10105 | Corr=-0.02 | Count=786 | 26.2%
  CSU10105 | CPI10106 | Corr=0.02 | Count=875 | 29.2%
  CSU10105 | CPI10108 | Corr=-0.01 | Count=800 | 26.7%
  CSU10105 | CPI10109 | Corr=-0.02 | Count=783 | 26.1%
  CSU10106 | CSU10108 | Corr=-0.01 | Count=842 | 28.1%
  CSU10106 | CSU10109 | Corr=0.02 | Count=841 | 28.0%
  CSU10106 | GNT10102 | Corr=-0.01 | Count=811 | 27.0%
  CSU10106 | GNT10103 | Corr=-0.02 | Count=796 | 26.5%
  CSU10106 | GNT10105 | Corr=-0.02 | Count=789 | 26.3%
  CSU10106 | GNT10106 | Corr=0.04 | Count=859 | 28.6%
  CSU10106 | CGS10102 | Corr=0.00 | Count=812 | 27.1%
  CSU10106 | CGS10103 | Corr=-0.00 | Count=836 | 27.9%
  CSU10106 | CGS10105 | Corr=0.02 | Count=811 | 27.0%
  CSU10106 | CGS10106 | Corr=0.04 | Count=852 | 28.4%
  CSU10106 | CGS10108 | Corr=0.02 | Count=825 | 27.5%
  CSU10106 | CGS10109 | Corr=-0.01 | Count=862 | 28.7%
  CSU10106 | GRC10102 | Corr=-0.02 | Count=773 | 25.8%
  CSU10106 | GRC10103 | Corr=-0.01 | Count=802 | 26.7%
  CSU10106 | GRC10104 | Corr=-0.01 | Count=849 | 28.3%
  CSU10106 | GRC10106 | Corr=-0.01 | Count=775 | 25.8%
  CSU10106 | GRC10107 | Corr=0.00 | Count=753 | 25.1%
  CSU10106 | GRC10109 | Corr=0.03 | Count=815 | 27.2%
  CSU10106 | GRC10110 | Corr=-0.02 | Count=808 | 26.9%
  CSU10106 | ERM10102 | Corr=-0.00 | Count=800 | 26.7%
  CSU10106 | ERM10103 | Corr=-0.02 | Count=791 | 26.4%
  CSU10106 | ERM10105 | Corr=-0.00 | Count=819 | 27.3%
  CSU10106 | ERM10106 | Corr=0.02 | Count=821 | 27.4%
  CSU10106 | ERM10108 | Corr=-0.00 | Count=831 | 27.7%
  CSU10106 | ERM10109 | Corr=-0.00 | Count=835 | 27.8%
  CSU10106 | AUD10102 | Corr=-0.00 | Count=817 | 27.2%
  CSU10106 | AUD10103 | Corr=-0.00 | Count=812 | 27.1%
  CSU10106 | AUD10105 | Corr=-0.02 | Count=758 | 25.3%
  CSU10106 | AUD10106 | Corr=-0.01 | Count=819 | 27.3%
  CSU10106 | AUD10108 | Corr=-0.02 | Count=796 | 26.5%
  CSU10106 | AUD10109 | Corr=-0.03 | Count=783 | 26.1%
  CSU10106 | POL10102 | Corr=0.01 | Count=807 | 26.9%
  CSU10106 | POL10103 | Corr=-0.00 | Count=818 | 27.3%
  CSU10106 | POL10105 | Corr=-0.03 | Count=779 | 26.0%
  CSU10106 | POL10106 | Corr=-0.01 | Count=825 | 27.5%
  CSU10106 | POL10108 | Corr=-0.03 | Count=758 | 25.3%
  CSU10106 | POL10109 | Corr=0.03 | Count=847 | 28.2%
  CSU10106 | REG10102 | Corr=0.00 | Count=801 | 26.7%
  CSU10106 | REG10103 | Corr=-0.01 | Count=802 | 26.7%
  CSU10106 | REG10105 | Corr=0.00 | Count=787 | 26.2%
  CSU10106 | REG10106 | Corr=0.02 | Count=809 | 27.0%
  CSU10106 | REG10108 | Corr=0.02 | Count=803 | 26.8%
  CSU10106 | REG10109 | Corr=-0.00 | Count=780 | 26.0%
